1,20110107,20110107
13,20110107,20110107
25,20110107,20110107
40,20110107,20110107
46,20110107,20110107
58,20110107,20110107
60,20110107,20110107
61,20110107,20110107
67,20110107,20110107
71,20110107,20110107
72,20110107,20110107
73,20110107,20110107
74,20110107,20110107
89,20110107,20110107
101,20110107,20110107
102,20110107,20110107
107,20110107,20110107
111,20110107,20110107
116,20110107,20110107
126,20110107,20110107
127,20110107,20110107
128,20110107,20110107
142,20110107,20110107
146,20110107,20110107
151,20110107,20110107
154,20110107,20110107
161,20110107,20110107
163,20110107,20110107
165,20110107,20110107
167,20110107,20110107
217,20110107,20110107
220,20110107,20110107
228,20110107,20110107
230,20110107,20110107
232,20110107,20110107
236,20110107,20110107
246,20110107,20110107
248,20110107,20110107
261,20110107,20110107
264,20110107,20110107
268,20110107,20110107
278,20110107,20110107
286,20110107,20110107
288,20110107,20110107
292,20110107,20110107
294,20110107,20110107
295,20110107,20110107
296,20110107,20110107
299,20110107,20110107
315,20110107,20110107
325,20110107,20110107
331,20110107,20110107
333,20110107,20110107
339,20110107,20110107
342,20110107,20110107
344,20110107,20110107
352,20110107,20110107
354,20110107,20110107
369,20110107,20110107
375,20110107,20110107
379,20110107,20110107
381,20110107,20110107
393,20110107,20110107
398,20110107,20110107
404,20110107,20110107
411,20110107,20110107
414,20110107,20110107
415,20110107,20110107
418,20110107,20110107
420,20110107,20110107
428,20110107,20110107
437,20110107,20110107
448,20110107,20110107
455,20110107,20110107
470,20110107,20110107
477,20110107,20110107
479,20110107,20110107
482,20110107,20110107
486,20110107,20110107
492,20110107,20110107
522,20110107,20110107
526,20110107,20110107
532,20110107,20110107
542,20110107,20110107
545,20110107,20110107
547,20110107,20110107
548,20110107,20110107
562,20110107,20110107
570,20110107,20110107
573,20110107,20110107
578,20110107,20110107
585,20110107,20110107
586,20110107,20110107
602,20110107,20110107
613,20110107,20110107
625,20110107,20110107
636,20110107,20110107
641,20110107,20110107
655,20110107,20110107
661,20110107,20110107
674,20110107,20110107
679,20110107,20110107
687,20110107,20110107
692,20110107,20110107
694,20110107,20110107
699,20110107,20110107
706,20110107,20110107
708,20110107,20110107
714,20110107,20110107
732,20110107,20110107
737,20110107,20110107
744,20110107,20110107
751,20110107,20110107
767,20110107,20110107
777,20110107,20110107
786,20110107,20110107
788,20110107,20110107
799,20110107,20110107
805,20110107,20110107
816,20110107,20110107
820,20110107,20110107
822,20110107,20110107
825,20110107,20110107
833,20110107,20110107
836,20110107,20110107
841,20110107,20110107
862,20110107,20110107
898,20110107,20110107
905,20110107,20110107
908,20110107,20110107
921,20110107,20110107
924,20110107,20110107
942,20110107,20110107
944,20110107,20110107
950,20110107,20110107
956,20110107,20110107
961,20110107,20110107
974,20110107,20110107
977,20110107,20110107
985,20110107,20110107
986,20110107,20110107
987,20110107,20110107
2,20110107,20110107
6,20110107,20110107
7,20110107,20110107
24,20110107,20110107
42,20110107,20110107
81,20110107,20110107
96,20110107,20110107
97,20110107,20110107
122,20110107,20110107
123,20110107,20110107
125,20110107,20110107
140,20110107,20110107
141,20110107,20110107
144,20110107,20110107
147,20110107,20110107
168,20110107,20110107
170,20110107,20110107
175,20110107,20110107
187,20110107,20110107
197,20110107,20110107
199,20110107,20110107
209,20110107,20110107
210,20110107,20110107
213,20110107,20110107
215,20110107,20110107
222,20110107,20110107
235,20110107,20110107
238,20110107,20110107
239,20110107,20110107
241,20110107,20110107
249,20110107,20110107
251,20110107,20110107
253,20110107,20110107
256,20110107,20110107
262,20110107,20110107
267,20110107,20110107
269,20110107,20110107
271,20110107,20110107
281,20110107,20110107
300,20110107,20110107
313,20110107,20110107
314,20110107,20110107
316,20110107,20110107
319,20110107,20110107
320,20110107,20110107
329,20110107,20110107
334,20110107,20110107
338,20110107,20110107
346,20110107,20110107
349,20110107,20110107
356,20110107,20110107
366,20110107,20110107
367,20110107,20110107
384,20110107,20110107
391,20110107,20110107
402,20110107,20110107
407,20110107,20110107
410,20110107,20110107
417,20110107,20110107
432,20110107,20110107
452,20110107,20110107
523,20110107,20110107
543,20110107,20110107
559,20110107,20110107
561,20110107,20110107
565,20110107,20110107
568,20110107,20110107
579,20110107,20110107
584,20110107,20110107
589,20110107,20110107
619,20110107,20110107
622,20110107,20110107
626,20110107,20110107
628,20110107,20110107
631,20110107,20110107
648,20110107,20110107
656,20110107,20110107
660,20110107,20110107
663,20110107,20110107
688,20110107,20110107
705,20110107,20110107
720,20110107,20110107
721,20110107,20110107
728,20110107,20110107
738,20110107,20110107
762,20110107,20110107
763,20110107,20110107
769,20110107,20110107
810,20110107,20110107
813,20110107,20110107
815,20110107,20110107
819,20110107,20110107
826,20110107,20110107
837,20110107,20110107
854,20110107,20110107
861,20110107,20110107
887,20110107,20110107
907,20110107,20110107
915,20110107,20110107
923,20110107,20110107
927,20110107,20110107
933,20110107,20110107
955,20110107,20110107
960,20110107,20110107
970,20110107,20110107
981,20110107,20110107
994,20110107,20110107
0,20110107,20110107
10,20110107,20110107
15,20110107,20110107
23,20110107,20110107
34,20110107,20110107
43,20110107,20110107
44,20110107,20110107
49,20110107,20110107
50,20110107,20110107
69,20110107,20110107
90,20110107,20110107
92,20110107,20110107
99,20110107,20110107
105,20110107,20110107
112,20110107,20110107
148,20110107,20110107
149,20110107,20110107
158,20110107,20110107
162,20110107,20110107
164,20110107,20110107
166,20110107,20110107
171,20110107,20110107
204,20110107,20110107
212,20110107,20110107
237,20110107,20110107
263,20110107,20110107
265,20110107,20110107
290,20110107,20110107
293,20110107,20110107
297,20110107,20110107
310,20110107,20110107
328,20110107,20110107
340,20110107,20110107
353,20110107,20110107
368,20110107,20110107
371,20110107,20110107
373,20110107,20110107
382,20110107,20110107
387,20110107,20110107
394,20110107,20110107
397,20110107,20110107
401,20110107,20110107
405,20110107,20110107
422,20110107,20110107
430,20110107,20110107
447,20110107,20110107
457,20110107,20110107
458,20110107,20110107
461,20110107,20110107
466,20110107,20110107
468,20110107,20110107
483,20110107,20110107
484,20110107,20110107
496,20110107,20110107
497,20110107,20110107
503,20110107,20110107
506,20110107,20110107
507,20110107,20110107
509,20110107,20110107
534,20110107,20110107
544,20110107,20110107
553,20110107,20110107
558,20110107,20110107
566,20110107,20110107
575,20110107,20110107
601,20110107,20110107
610,20110107,20110107
614,20110107,20110107
615,20110107,20110107
616,20110107,20110107
618,20110107,20110107
630,20110107,20110107
642,20110107,20110107
659,20110107,20110107
665,20110107,20110107
668,20110107,20110107
675,20110107,20110107
676,20110107,20110107
677,20110107,20110107
680,20110107,20110107
681,20110107,20110107
682,20110107,20110107
686,20110107,20110107
695,20110107,20110107
698,20110107,20110107
704,20110107,20110107
722,20110107,20110107
731,20110107,20110107
741,20110107,20110107
753,20110107,20110107
754,20110107,20110107
758,20110107,20110107
766,20110107,20110107
776,20110107,20110107
780,20110107,20110107
783,20110107,20110107
785,20110107,20110107
789,20110107,20110107
791,20110107,20110107
792,20110107,20110107
796,20110107,20110107
804,20110107,20110107
807,20110107,20110107
811,20110107,20110107
818,20110107,20110107
831,20110107,20110107
835,20110107,20110107
858,20110107,20110107
866,20110107,20110107
872,20110107,20110107
874,20110107,20110107
880,20110107,20110107
881,20110107,20110107
892,20110107,20110107
894,20110107,20110107
902,20110107,20110107
906,20110107,20110107
922,20110107,20110107
926,20110107,20110107
939,20110107,20110107
945,20110107,20110107
949,20110107,20110107
951,20110107,20110107
954,20110107,20110107
973,20110107,20110107
979,20110107,20110107
995,20110107,20110107
3,20110107,20110107
4,20110107,20110107
5,20110107,20110107
9,20110107,20110107
11,20110107,20110107
27,20110107,20110107
28,20110107,20110107
29,20110107,20110107
35,20110107,20110107
36,20110107,20110107
39,20110107,20110107
52,20110107,20110107
64,20110107,20110107
77,20110107,20110107
82,20110107,20110107
87,20110107,20110107
88,20110107,20110107
117,20110107,20110107
130,20110107,20110107
131,20110107,20110107
132,20110107,20110107
138,20110107,20110107
150,20110107,20110107
160,20110107,20110107
174,20110107,20110107
188,20110107,20110107
191,20110107,20110107
195,20110107,20110107
196,20110107,20110107
198,20110107,20110107
205,20110107,20110107
207,20110107,20110107
225,20110107,20110107
258,20110107,20110107
259,20110107,20110107
260,20110107,20110107
276,20110107,20110107
282,20110107,20110107
302,20110107,20110107
305,20110107,20110107
306,20110107,20110107
322,20110107,20110107
335,20110107,20110107
343,20110107,20110107
345,20110107,20110107
350,20110107,20110107
359,20110107,20110107
380,20110107,20110107
392,20110107,20110107
409,20110107,20110107
423,20110107,20110107
425,20110107,20110107
429,20110107,20110107
440,20110107,20110107
445,20110107,20110107
454,20110107,20110107
472,20110107,20110107
476,20110107,20110107
478,20110107,20110107
485,20110107,20110107
487,20110107,20110107
488,20110107,20110107
490,20110107,20110107
491,20110107,20110107
495,20110107,20110107
499,20110107,20110107
511,20110107,20110107
513,20110107,20110107
515,20110107,20110107
524,20110107,20110107
531,20110107,20110107
537,20110107,20110107
539,20110107,20110107
541,20110107,20110107
557,20110107,20110107
567,20110107,20110107
569,20110107,20110107
